uid,FTO,language
dutch-17-335-434058,-243,Dutch
dutch-17-369-478211,-691,Dutch
dutch-17-391-500529,-2149,Dutch
dutch-17-448-584352,-392,Dutch
dutch-17-450-588221,-365,Dutch
dutch-17-452-591008,-28,Dutch
dutch-17-454-592587,355,Dutch
dutch-17-530-696273,-1814,Dutch
dutch-17-537-702205,219,Dutch
dutch-17-542-710065,-401,Dutch
dutch-17-554-724681,-228,Dutch
dutch-17-560-729379,-1321,Dutch
dutch-17-564-733407,18,Dutch
dutch-17-589-771061,-638,Dutch
dutch-17-657-863913,619,Dutch
dutch-18-012-9850,-35,Dutch
dutch-18-014-12560,-81,Dutch
dutch-18-018-16665,575,Dutch
dutch-18-022-22549,403,Dutch
dutch-18-028-30893,1230,Dutch
dutch-18-035-42828,198,Dutch
dutch-18-072-84699,-604,Dutch
dutch-18-082-94411,-955.9999999999854,Dutch
dutch-18-098-111585,-299.9999999999709,Dutch
dutch-18-122-149998,241,Dutch
dutch-18-170-206875,-1121,Dutch
dutch-18-215-271411,-219,Dutch
dutch-18-218-274356,-274,Dutch
dutch-18-252-315277,-418,Dutch
dutch-18-343-441566,-714,Dutch
dutch-18-369-479634,113,Dutch
dutch-18-410-536006,-1134,Dutch
dutch-18-459-606294,-238,Dutch
dutch-18-556-729048,1055,Dutch
dutch-18-563-738332,-511,Dutch
dutch-18-570-745852,-544,Dutch
dutch-18-668-869371,-1849,Dutch
dutch-19-010-16105,360,Dutch
dutch-19-021-26166,-314,Dutch
dutch-19-065-93448,252.00000000001455,Dutch
dutch-19-081-113942,70,Dutch
dutch-19-090-126615,1342,Dutch
dutch-19-094-131682,-802,Dutch
dutch-19-103-144919,209,Dutch
dutch-19-120-165292,-202,Dutch
dutch-19-130-173898,172,Dutch
dutch-19-141-191599,-103,Dutch
dutch-19-219-299481,-195,Dutch
dutch-19-226-307446,-195,Dutch
dutch-19-238-321286,-103,Dutch
dutch-19-274-374121,-50,Dutch
dutch-19-276-375760,321,Dutch
dutch-19-411-584702,182,Dutch
dutch-19-462-669608,193,Dutch
dutch-19-479-695724,-220,Dutch
dutch-19-486-711514,-335,Dutch
dutch-19-488-714895,-439.0000000001164,Dutch
dutch-19-496-729718,-450,Dutch
dutch-19-516-760297,81,Dutch
dutch-19-550-802377,-542,Dutch
dutch-19-553-804858,138,Dutch
dutch-19-576-841409,-565,Dutch
dutch-19-596-877278,265,Dutch
dutch-20-003-3087,743,Dutch
dutch-20-005-5971,731,Dutch
dutch-20-014-17612,316,Dutch
dutch-20-020-26906,-292,Dutch
dutch-20-030-39674,-256,Dutch
dutch-20-032-40806,304,Dutch
dutch-20-039-51857,511,Dutch
dutch-20-043-55654,-1217,Dutch
dutch-20-061-74841,901,Dutch
dutch-20-066-82941,-463,Dutch
dutch-20-079-99984,-84.99999999998545,Dutch
dutch-20-103-126794,195,Dutch
dutch-20-122-154138,1387,Dutch
dutch-20-124-155002,2251,Dutch
dutch-20-126-156657,486.9999999999418,Dutch
dutch-20-132-164105,571.9999999999709,Dutch
dutch-20-143-178281,514,Dutch
dutch-20-167-210709,-292,Dutch
dutch-20-177-223037,2349,Dutch
dutch-20-185-233158,451.0000000000291,Dutch
dutch-20-189-237961,1980,Dutch
dutch-20-216-269249,-85,Dutch
dutch-20-223-276838,48,Dutch
dutch-20-232-287129,-293,Dutch
dutch-20-241-299611,312,Dutch
dutch-20-252-314231,365,Dutch
dutch-20-267-330629,1338,Dutch
dutch-20-288-355716,243,Dutch
dutch-20-311-388778,58,Dutch
dutch-20-321-401263,444,Dutch
dutch-20-323-403632,-595,Dutch
dutch-20-328-408196,-70,Dutch
dutch-20-331-411226,-234,Dutch
dutch-20-333-414973,934,Dutch
dutch-20-335-418967,96,Dutch
dutch-20-360-450644,-1553,Dutch
dutch-20-371-463490,490,Dutch
dutch-20-404-497859,-666,Dutch
dutch-20-422-517947,-443,Dutch
dutch-20-449-546344,105,Dutch
dutch-20-486-602084,-47,Dutch
dutch-20-512-638057,782,Dutch
dutch-20-518-646071,444,Dutch
dutch-20-563-702988,59,Dutch
dutch-20-575-715713,794,Dutch
dutch-20-628-776404,906,Dutch
dutch-20-653-798545,-259,Dutch
dutch-20-710-854559,-660,Dutch
dutch-20-729-871359,410,Dutch
english-001-008-206830,109.9999999999709,English
english-001-047-268780,580,English
english-001-064-290390,230.0000000000582,English
english-001-105-342340,480.0000000000582,English
english-001-142-385850,890,English
english-001-183-439580,550,English
english-001-218-485650,190,English
english-001-225-498170,800,English
english-001-253-536230,720,English
english-001-270-556200,680,English
english-001-289-582870,200,English
english-001-337-651290,360,English
english-001-400-736080,220,English
english-001-424-777860,150,English
english-002-052-616740,-850,English
english-002-061-625250,-2730,English
english-002-083-659180,-2100,English
english-002-107-693730,-1130,English
english-002-182-809940,-2400,English
english-002-186-818110,500,English
english-002-218-863100,670,English
english-002-294-1013380,-170,English
english-003-145-477570,550,English
english-004-003-115300,-230,English
english-004-006-117790,259.99999999998545,English
english-004-011-124520,190,English
english-004-013-127150,840,English
english-004-015-129050,310,English
english-004-031-199790,-340,English
english-004-038-217450,900,English
english-004-057-248840,-650,English
english-004-110-416750,-1590.0000000000582,English
english-004-139-486660,210,English
english-004-163-545650,-250,English
english-005-007-47160,360,English
english-005-020-62490,410,English
english-005-032-80590,510,English
english-005-042-104500,80,English
english-005-066-153710,700,English
english-005-090-199960,380.0000000000291,English
english-005-096-210160,610,English
english-005-103-226250,510,English
english-005-150-302270,220,English
english-005-186-374490,-40,English
english-005-191-379980,-20,English
english-005-193-382560,200,English
english-005-211-407630,690,English
english-005-223-431160,20,English
english-005-234-450380,600,English
english-005-238-459390,40,English
english-005-244-470930,420,English
english-005-272-520520,231,English
english-005-283-542230,530,English
english-005-313-605640,290,English
english-005-333-631260,540,English
english-005-339-639050,590,English
english-005-341-641010,190,English
english-006-048-1207060,-1380,English
english-006-068-1255740,380,English
english-006-102-1353970,-540,English
english-006-122-1408980,1290,English
english-006-135-1440320,870,English
english-006-146-1478170,140,English
english-006-155-1494480,1170,English
english-007-003-114160,520,English
english-007-009-122160,1100,English
english-007-018-143000,630,English
english-007-037-177110,70,English
english-007-058-218860,689.9999999999709,English
english-007-063-227200,1000,English
english-007-080-265210,230,English
english-007-082-267280,270,English
english-007-109-333580,2550,English
english-007-111-335610,460,English
english-007-147-418780,-170,English
english-007-165-447710,90,English
english-007-174-456020,-1010,English
english-007-209-498180,-1840,English
english-007-240-560660,1310,English
english-007-270-605970,-250,English
english-007-304-673060,190,English
english-007-306-675060,-130,English
english-007-313-689090,1010,English
english-007-324-708250,160,English
english-007-326-711640,1450,English
english-008-036-256630,421,English
english-008-050-307830,420,English
english-008-068-357750,-2660,English
english-008-076-374930,400,English
english-008-111-485161,-2729,English
english-009-008-140930,40,English
english-009-065-257579,340.0000000000291,English
english-009-088-301480,160,English
english-009-143-392830,750,English
english-009-145-402150,250,English
english-009-177-470400,-720,English
english-009-187-498440,290,English
english-010-179-491560,-50,English
english-011-003-227980,640,English
english-011-007-233400,-50,English
english-011-017-253320,-420,English
english-011-035-286100,330,English
english-011-062-343860,1500,English
english-011-106-432300,0,English
english-011-175-576800,-10,English
english-011-219-661500,40,English
english-011-227-672070,350,English
english-011-238-684600,550,English
english-011-243-695950,210,English
english-011-248-698050,90,English
english-011-258-712690,-40,English
english-011-274-743020,1270,English
english-011-278-747570,730,English
english-011-298-784350,-60,English
english-011-306-792880,-70,English
english-012-003-384390,150,English
english-012-007-391780,310,English
english-012-061-492210,-110,English
english-012-135-613490,180,English
english-012-138-622150,1510,English
english-012-168-677610,630,English
english-012-273-876380,210,English
english-013-032-502230,180,English
english-013-110-628740,530,English
english-013-142-683640,1460,English
english-013-153-695200,260,English
english-013-163-703870,-4830,English
english-013-184-742790,60,English
english-013-187-745550,-1090,English
english-013-200-762960,-380,English
english-013-251-842061,391,English
english-013-259-852620,310,English
english-013-280-885420,10,English
english-013-288-894760,-630,English
english-013-349-1000120,90,English
english-013-362-1024970,391,English
english-013-368-1032709,120.00000000011642,English
english-013-377-1043730,240,English
english-014-009-150400,720,English
english-014-055-284180,839.9999999999418,English
english-014-096-417230,-310,English
english-014-155-540080,330,English
english-014-164-567610,1270,English
english-014-180-605780,740,English
english-014-209-670190,-1990,English
english-015-052-183070,100,English
english-015-129-314780,-70,English
english-015-143-343800,-1400,English
english-015-224-504130,1700,English
english-016-006-1207230,470,English
english-016-008-1210580,550,English
english-016-017-1238210,2030,English
english-016-021-1248650,810,English
english-016-078-1417960,840,English
english-017-051-1217040,-310,English
english-017-065-1245260,-400,English
english-017-083-1311110,30,English
english-017-089-1321160,-740,English
english-018-189-983220,-930,English
english-018-215-1032800,6590.999999999884,English
english-018-300-1158230,-330,English
english-018-337-1202930,320,English
english-018-386-1267080,-570,English
english-018-415-1304280,210,English
english-021-004-47290,990,English
english-021-016-64269,259,English
english-021-042-106080,-440.00000000001455,English
english-021-053-124640,110,English
english-021-102-218460,190,English
english-021-129-292830,280,English
english-021-157-365270,490,English
english-021-169-394100,430,English
english-021-216-489230,60,English
english-021-226-510820,170,English
english-021-231-524650,-230,English
english-021-265-581950,20,English
english-022-017-223500,-400,English
english-022-077-328380,-570,English
english-022-080-331210,-340,English
english-022-111-385040,110,English
english-022-116-393490,440,English
english-023-003-7660,-920,English
english-023-005-12360,190,English
english-023-022-45380,580,English
english-023-024-49540,350,English
english-023-028-60550,80,English
english-023-030-63370,800,English
english-023-069-127790,230,English
english-023-160-334040,390,English
english-023-268-572500,1440,English
english-025-015-59490,250,English
english-025-135-319560,-1850,English
english-025-139-324990,250,English
english-025-155-353980,389.9999999999418,English
english-025-268-616520,480,English
english-025-272-622930,350,English
english-026-003-42340,120,English
english-026-022-67640,490,English
english-026-034-81290,299.99999999998545,English
english-026-051-95600,340.00000000001455,English
english-026-057-1e+05,220,English
english-026-080-141680,90,English
english-026-082-143160,150,English
english-026-096-163260,200,English
english-026-104-177010,190,English
english-026-124-227320,210,English
english-026-151-294850,190.0000000000582,English
english-026-153-297560,230,English
english-026-188-394680,-2300,English
english-026-235-516380,0,English
english-026-261-595440,-80,English
english-026-264-605160,8840,English
english-027-012-317840,380,English
english-027-018-326640,530,English
english-027-020-329200,990,English
english-027-033-349430,-680,English
english-027-046-373130,590,English
english-027-052-385210,400,English
english-027-056-394030,610,English
english-027-071-421200,930,English
english-027-076-426970,790,English
english-027-085-438680,340,English
english-027-093-447710,290,English
english-027-099-455080,140,English
english-027-108-469030,20,English
english-027-112-476201,4331,English
english-027-129-502540,410,English
english-027-134-509990,260,English
english-027-140-518490,340,English
english-027-157-549140,-210,English
english-027-170-569300,260,English
english-027-174-577910,310,English
english-027-176-582000,-130,English
english-027-204-624530,380,English
english-027-207-630280,150,English
english-027-216-637870,-1120,English
english-027-247-688480,770,English
english-027-256-708090,380,English
english-027-258-711260,510,English
english-027-267-722400,-540,English
english-027-278-741200,710,English
english-027-286-750650,350,English
english-027-292-759260,1040,English
english-027-294-762280,510,English
english-027-311-782950,870,English
english-027-336-818540,100,English
english-027-358-864340,520,English
english-027-361-868340,-490,English
english-027-372-894700,950,English
english-028-085-838030,480,English
english-029-043-88910,-250,English
english-029-049-99700,-1350,English
english-029-084-214270,90,English
english-029-089-228150,270,English
english-029-104-261829,739.0000000000291,English
english-029-118-294640,-130,English
english-029-122-299940,320,English
english-029-134-320200,150,English
english-029-146-341840,-119.9999999999418,English
english-029-153-358520,210,English
english-029-156-365720,1050,English
english-029-158-370590,240,English
english-029-162-381210,180,English
english-029-168-391970,480,English
english-029-178-418290,410,English
english-029-181-424210,840,English
english-029-193-462930,370,English
english-029-206-498470,-910,English
english-029-210-505900,620,English
english-029-218-524510,290.9999999999418,English
english-029-222-542340,440,English
english-029-226-552500,710,English
english-030-025-79240,560,English
english-030-032-96550,-1160.0000000000146,English
english-030-059-146530,1100,English
english-030-069-163710,-1850,English
english-030-073-174410,830.0000000000291,English
english-030-095-226870,0,English
english-030-099-230820,40,English
english-030-118-272920,310,English
english-030-131-302670,230,English
english-030-141-332160,79.99999999994179,English
english-030-149-343470,360,English
english-030-151-346250,490,English
english-030-159-362690,-100,English
english-030-183-404850,140,English
english-030-185-408170,250,English
english-030-187-410500,440,English
english-030-199-435690,100,English
english-030-205-441220,20,English
english-030-222-465210,380,English
english-030-224-467390,690,English
english-030-237-500060,-1350,English
english-030-242-517349,-69.99999999994179,English
english-030-245-523110,-309,English
english-030-253-541110,400,English
english-030-271-599080,-1400,English
english-030-288-639220,4180,English
english-031-010-137880,-170,English
english-031-181-391590,-670,English
english-031-403-716580,270,English
english-033-072-1076660,-440,English
english-033-076-1096110,650,English
english-033-086-1127330,800,English
english-033-121-1200920,-2060,English
english-033-147-1252600,50,English
english-034-027-54760,260,English
english-034-035-63240,-300,English
english-034-076-139800,629.9999999999709,English
english-034-195-377760,480,English
english-034-204-389260,-2810,English
english-034-247-465510,90,English
english-034-273-503520,-60,English
english-034-321-583970,220,English
english-035-019-96580,740,English
english-035-071-215270,1310,English
english-035-075-217680,-880,English
english-035-086-243550,1030,English
english-035-107-269900,330,English
english-035-201-434520,-1600,English
english-035-216-469820,2650,English
english-035-275-645110,150,English
english-036-077-241770,-310,English
english-036-092-275760,560,English
english-036-094-276651,1451,English
english-036-115-328870,150,English
english-036-134-370390,-50,English
english-036-143-391040,1130,English
english-036-152-405070,100,English
english-036-191-506430,-50,English
english-036-205-536450,170,English
english-037-006-87710,-269.99999999998545,English
english-037-012-92460,-2289.9999999999854,English
english-037-023-124770,6670,English
english-037-072-276180,-160.0000000000582,English
english-037-087-294710,-3530,English
english-037-114-360240,20,English
english-037-176-592770,1690,English
english-038-055-210340,140,English
english-038-137-338550,2020,English
english-038-158-370570,40,English
english-038-252-504980,380,English
english-040-028-215000,-550,English
english-040-041-251390,-40,English
english-040-043-256890,0,English
english-040-047-261180,-3110,English
english-040-053-272020,-1430,English
english-040-061-285290,0,English
english-040-067-304870,210,English
english-040-088-387860,300,English
english-041-047-1118960,1100,English
english-041-072-1176380,-30,English
english-041-081-1195240,-100,English
english-041-126-1291330,-530,English
english-041-128-1293620,130,English
english-041-246-1581710,330,English
english-042-032-1177960,100,English
english-042-045-1205420,830,English
english-042-082-1280700,-580,English
english-042-086-1286350,-1490,English
english-042-115-1344550,570,English
english-042-176-1460010,-680,English
english-042-207-1502670,940,English
english-042-226-1532510,-50,English
english-042-231-1540050,750,English
english-042-247-1568160,-420,English
english-042-251-1574490,770,English
english-042-253-1580760,2490,English
english-042-255-1585770,-80,English
english-042-258-1592420,820,English
english-042-260-1596490,2610,English
english-042-274-1632710,1210,English
english-043-006-16790,340,English
english-043-017-29170,2800,English
english-043-049-75250,-130,English
english-043-053-81890,-2460,English
english-043-060-91870,80.00000000001455,English
english-043-073-109890,-260,English
english-043-077-117210,210.00000000001455,English
english-043-086-134430,610,English
english-043-102-163130,500,English
english-043-133-231670,-1069.999999999971,English
english-043-145-250760,380,English
english-043-150-260230,1241.0000000000582,English
english-043-160-277770,0,English
english-043-173-302710,650,English
english-043-181-317520,-110,English
english-043-187-328990,230,English
english-043-189-333130,39.99999999994179,English
english-043-228-402060,-990,English
english-043-241-422560,1570,English
english-043-247-441660,110,English
english-043-269-488490,-1240,English
english-043-278-502500,-670,English
english-043-281-505550,-790,English
english-043-293-529710,-1020,English
english-043-313-564590,-640,English
english-043-351-655530,1120,English
english-043-356-667330,520,English
english-044-009-29540,20,English
english-044-045-150590,720,English
english-044-051-157820,50,English
english-044-065-187900,170,English
english-044-070-192480,-120,English
english-044-074-195000,-2020,English
english-044-083-218990,80,English
english-044-092-247520,460,English
english-044-105-283880,-3010,English
english-044-108-288740,-40,English
english-044-154-461720,-510,English
english-044-200-604040,70,English
english-044-203-606770,20,English
english-044-217-634990,610,English
english-044-230-666410,370,English
english-045-012-93530,250,English
english-045-028-125040,670,English
english-045-056-238110,230,English
english-045-063-250380,170,English
english-045-119-424540,340,English
english-045-145-501520,-260,English
english-045-155-514630,471,English
english-045-158-518330,380,English
english-045-207-664340,120,English
english-046-062-320660,-2000,English
english-046-089-378930,1250,English
english-046-138-484430,420,English
english-046-142-494130,430,English
english-046-153-521469,669.0000000001164,English
english-046-159-545280,-70,English
english-046-175-577500,350,English
english-046-185-593340,210,English
english-046-191-608960,440,English
english-046-214-646500,-230,English
english-046-239-698090,180,English
english-046-241-704940,-100,English
english-046-260-747750,-30,English
english-046-269-766380,-240,English
english-046-272-772480,2260,English
english-047-013-198930,340,English
english-047-020-211930,100.0000000000291,English
english-047-033-235950,380,English
english-047-048-266530,520,English
english-047-068-322920,170,English
english-047-081-374320,440,English
english-047-212-685020,-50,English
english-047-226-717910,190,English
english-048-014-934710,0,English
english-048-031-961600,170,English
english-048-038-984920,170,English
english-048-045-990760,-1170,English
english-048-055-1003020,-2900,English
english-048-079-1059410,-840,English
english-048-081-1061970,-340,English
english-048-089-1074960,-710,English
english-048-110-1114580,170,English
english-048-121-1137520,-90,English
english-048-149-1192580,-110,English
english-048-185-1327120,-760,English
english-048-195-1354580,200,English
english-048-211-1389430,210,English
english-048-214-1394570,500,English
english-048-232-1429500,-500,English
english-048-274-1491830,-820,English
english-048-280-1505480,40,English
english-049-162-546450,-80,English
english-05-007-8348,0,English
english-05-016-20724,0,English
english-05-066-179131,0,English
english-050-038-179840,-2550,English
english-050-082-235730,100,English
english-050-109-282430,-160.0000000000582,English
english-050-193-425190,230,English
english-050-219-468170,430,English
english-050-263-525590,490,English
english-050-266-527520,200,English
english-050-285-548480,-110,English
english-050-304-578620,270,English
english-050-307-583830,290,English
english-050-318-603800,-130,English
english-050-326-614570,340,English
english-051-015-233390,1050,English
english-052-015-128610,110.00000000001457,English
english-052-036-159580,279.9999999999709,English
english-052-061-195870,280,English
english-052-069-201260,-230,English
english-052-093-234860,490,English
english-052-106-255710,40,English
english-052-136-289140,549.9999999999418,English
english-052-155-308450,-50,English
english-052-178-337860,210,English
english-052-203-374770,180,English
english-052-209-382630,430,English
english-052-213-390250,450,English
english-052-305-498810,390,English
english-052-309-503250,1080,English
english-052-320-513710,830.0000000000582,English
english-052-329-522950,710.0000000000582,English
english-052-357-562630,-170,English
english-052-411-631090,1080,English
english-052-426-648770,150,English
english-053-004-33630,180,English
english-053-013-73500,370,English
english-053-021-96550,80,English
english-053-036-136300,210,English
english-053-046-163870,-170,English
english-053-048-170840,-410,English
english-053-053-179050,80,English
english-053-055-182100,-370,English
english-053-072-231520,-130,English
english-053-087-284540,0,English
english-053-131-489000,170,English
english-053-142-529380,-1420,English
english-053-150-557160,-920,English
english-053-158-590200,-250,English
english-053-160-592700,-90,English
english-053-162-598120,0,English
english-053-166-606180,-1170,English
english-053-173-638880,-90,English
english-053-186-692860,-80,English
english-054-122-1394270,-50,English
english-054-181-1522040,50,English
english-054-229-1632370,900,English
english-054-233-1644960,-50,English
english-054-243-1666860,140,English
english-054-247-1672200,140,English
english-054-270-1742650,-60,English
english-055-005-229200,100,English
english-055-102-453860,40,English
english-057-115-886610,110,English
english-058-005-129960,220,English
english-058-016-147530,460,English
english-058-022-152790,-1570,English
english-058-035-174820,290,English
english-058-037-178890,390,English
english-058-048-202190,-560,English
english-058-076-244640,-320,English
english-058-095-278940,1470,English
english-059-67-457930,630,English
english-060-12-325860,-70,English
english-061-12-158780,600,English
english-061-27-203480,480,English
english-061-33-222840,680,English
english-061-38-243390,470,English
english-061-54-289360,-49.99999999994179,English
english-061-56-291700,780,English
english-061-59-304840,1060,English
english-061-83-383010,110,English
english-061-89-400820,10,English
english-062-012-196310,80,English
english-062-021-217490,-50,English
english-062-035-260239,1328.9999999999418,English
english-062-039-268200,130,English
english-062-069-342990,330.0000000000582,English
english-062-075-354430,-120,English
english-062-080-364600,10,English
english-062-083-375130,580,English
english-062-085-377270,460,English
english-062-093-394480,630,English
english-062-099-412240,110,English
english-062-108-441480,280,English
english-062-116-463830,160,English
english-062-118-466680,-40,English
english-062-132-502450,-1600,English
english-062-143-539080,-50,English
english-062-151-549320,-690,English
english-062-155-554090,10,English
english-062-195-642140,320,English
english-062-216-730450,-60,English
english-062-225-753770,380,English
english-062-229-766690,1740,English
english-063-028-428920,-1350,English
english-064-171-1000290,-210,English
english-064-199-1046990,-89,English
english-064-207-1062160,-230,English
english-064-272-1195740,130,English
english-064-293-1231920,-110,English
english-065-06-135560,4990,English
english-065-25-213390,-20,English
english-065-29-229300,-110,English
english-065-32-243910,-720,English
english-065-45-291830,70,English
english-066-009-168040,1230,English
english-066-011-172330,139.9999999999709,English
english-066-018-190400,790,English
english-066-022-200640,210,English
english-066-032-219080,839.9999999999709,English
english-066-108-370520,340,English
english-066-140-434450,290,English
english-067-007-377360,-30,English
english-067-014-387050,1100,English
english-067-024-405250,659.9999999999418,English
english-067-050-454300,470,English
english-067-052-457060,250,English
english-067-062-466420,-320,English
english-067-069-490060,-1050,English
english-067-084-514640,1010,English
english-067-098-533870,250,English
english-067-113-562300,220,English
english-067-115-564920,140,English
english-067-122-579650,-160,English
english-067-126-582440,110,English
english-067-132-589960,570,English
english-067-151-612010,40,English
english-067-157-624650,410,English
english-067-189-692260,500,English
english-067-193-696480,10,English
english-067-199-707250,1130,English
english-067-203-712190,350,English
english-067-214-730770,430,English
english-067-217-739600,690,English
english-067-233-778340,160,English
english-067-243-803310,1210,English
english-067-253-824170,2310,English
english-067-257-835930,920,English
english-067-264-846580,-560,English
english-067-270-855680,200,English
english-067-277-869190,-80,English
english-067-281-879150,490,English
english-067-290-897950,-220,English
english-067-297-907610,190,English
english-067-301-915040,210,English
english-067-310-932570,250,English
english-067-318-947550,-80,English
english-067-321-951120,510,English
english-067-329-962240,90,English
english-068-017-150290,410,English
english-068-031-169240,540,English
english-068-036-176030,-60,English
english-068-058-206530,30,English
english-068-060-209160,450,English
english-068-063-213900,570.0000000000291,English
english-068-070-221720,-109.9999999999709,English
english-068-087-242240,-1260,English
english-068-096-251100,-200,English
english-068-119-283120,410,English
english-068-128-3e+05,940,English
english-068-135-308390,-330,English
english-068-146-321170,-250,English
english-068-152-328210,450,English
english-068-183-385110,-80,English
english-068-210-450210,-160,English
english-068-250-517930,620,English
english-068-260-535430,450,English
english-068-264-539850,630,English
english-068-284-577490,430,English
english-068-288-581040,1000,English
english-068-309-619000,780,English
english-068-319-636580,350,English
english-068-343-673130,300,English
english-068-350-685560,-250,English
english-068-369-720880,-460,English
english-069-005-513830,1560.0000000000582,English
english-069-012-526940,240,English
english-069-047-607960,3000,English
english-069-065-645330,-160,English
english-069-163-874370,730,English
english-070-016-317650,-880,English
english-070-176-489670,200,English
english-070-183-501540,150,English
english-070-264-590910,-50,English
english-071-052-859220,-900,English
english-071-106-953870,-120,English
english-071-233-1175780,-2380,English
english-071-236-1178670,2460,English
english-071-277-1230510,360,English
english-071-354-1335600,-120,English
english-072-004-143910,-390,English
english-072-054-240080,720,English
english-072-131-399000,159.9999999999418,English
english-072-220-587530,970,English
english-073-004-138280,-80,English
english-073-006-141700,480,English
english-073-009-153840,-760,English
english-073-016-174870,100,English
english-073-023-203070,10,English
english-073-037-251150,-120,English
english-073-057-327590,990,English
english-073-059-330680,310,English
english-073-068-342560,410,English
english-073-101-472110,-100,English
english-073-104-476340,730.0000000000582,English
english-075-019-171260,230,English
english-075-026-185740,580,English
english-075-028-187200,190,English
english-075-150-440300,170,English
english-075-154-453300,90,English
english-075-192-532250,60,English
english-075-200-544981,-719,English
english-075-209-559940,-160,English
english-075-239-619320,130,English
english-075-252-646630,400,English
english-075-286-702240,160,English
english-076-019-963160,180,English
english-076-021-965000,40,English
english-076-040-1006620,690,English
english-076-044-1010610,-150,English
english-076-047-1017440,230,English
english-076-064-1054630,510,English
english-076-066-1058860,4740,English
english-076-070-1067470,1090,English
english-076-076-1078210,830,English
english-076-086-1097630,-770,English
english-076-101-1117160,-560,English
english-076-105-1126180,20,English
english-076-128-1156150,-270,English
english-076-131-1161360,-840,English
english-076-136-1171500,670,English
english-076-141-1179230,10,English
english-076-171-1236590,620,English
english-076-189-1265960,-530,English
english-076-193-1270700,-850,English
english-076-201-1281930,160,English
english-076-217-1313230,-1170,English
english-076-219-1315490,-10,English
english-076-247-1365330,-490,English
english-076-258-1393370,-1300,English
english-076-261-1397670,800,English
english-076-292-1466390,1380,English
english-076-296-1481290,-1080,English
english-076-314-1525930,-460,English
english-077-151-521690,5430.000000000058,English
english-077-165-577430,-40,English
english-077-171-587050,-10,English
english-078-151-543590,340,English
english-078-156-552950,40,English
english-078-168-566070,-680,English
english-078-173-574680,1820,English
english-079-023-367650,380,English
english-079-040-462060,-380,English
english-079-075-582510,640,English
english-079-078-591710,280,English
english-079-085-607510,1640,English
english-079-088-614840,80,English
english-080-015-155090,340,English
english-080-019-162370,370,English
english-080-021-169250,600,English
english-080-033-197990,190,English
english-080-035-200630,-260,English
english-080-037-204210,130.0000000000291,English
english-080-041-212320,149.9999999999709,English
english-080-046-224870,220,English
english-080-051-245840,990,English
english-080-056-259489,459,English
english-080-077-322580,3220,English
english-080-081-325970,70,English
english-080-092-359240,860,English
english-083-040-216970,-580,English
english-083-055-246690,590,English
english-084-011-353620,170,English
english-084-064-444940,770,English
english-084-097-516919,49,English
english-084-201-746690,410,English
english-084-242-837200,240,English
english-084-288-932650,500,English
english-085-018-184750,100,English
english-085-041-234980,-150,English
english-085-054-264470,630,English
english-085-081-344960,-220,English
english-086-149-702820,470,English
english-086-155-707370,-2410,English
english-086-163-716760,-1540,English
english-086-184-740800,130,English
english-086-194-759230,-140,English
english-086-252-833120,-710,English
english-086-299-897550,-100,English
english-086-303-904740,700,English
english-086-340-967210,-1700,English
english-086-384-1024439,-160.99999999976717,English
english-086-412-1069920,-60,English
english-087-056-291780,320,English
english-087-061-297240,140,English
english-087-067-305180,-120,English
english-087-093-369210,270,English
english-087-098-382500,1600,English
english-087-217-612810,280,English
english-088-016-186260,-120,English
english-088-049-275240,120,English
english-088-051-277700,609.9999999999418,English
english-088-055-282160,19.999999999941792,English
english-088-074-328980,780,English
english-088-101-392660,-170.0000000000582,English
english-088-135-485760,-20,English
english-088-228-680960,470,English
english-089-169-891430,70,English
english-089-265-1074150,450,English
english-089-281-1107520,-110,English
english-090-014-522770,-79.00000000005821,English
english-090-021-549020,420,English
english-090-049-613460,370,English
english-090-054-623600,50,English
english-090-064-647220,-110,English
english-090-083-685020,380,English
english-090-108-723570,390,English
english-090-118-747380,230,English
english-090-130-764070,150,English
english-090-226-963860,-50,English
english-090-245-1006760,610,English
english-090-249-1011480,690,English
english-090-255-1022590,420,English
english-091-003-330870,-2160,English
english-091-006-336130,-210.0000000000582,English
english-091-010-340230,-50,English
english-091-059-438570,140,English
english-091-221-804890,190,English
english-091-232-820950,720,English
english-092-007-1141330,80,English
english-092-011-1147780,410,English
english-092-050-1199770,20,English
english-092-066-1219700,0,English
english-092-092-1260750,-100,English
english-092-104-1284230,-120,English
english-092-187-1419430,-130,English
english-092-209-1464200,-120,English
english-092-215-1473250,70,English
english-092-230-1499570,-180,English
english-092-249-1525080,130,English
english-092-271-1559380,-120,English
english-092-284-1583820,60,English
english-092-316-1631820,-420,English
english-092-361-1697620,270,English
english-092-366-1703940,-290,English
english-092-368-1706440,-180,English
english-092-378-1720030,-150,English
english-093-024-408410,-110.0000000000582,English
english-093-041-468050,120,English
english-093-054-507480,310,English
english-093-064-528570,190,English
english-093-142-739260,190,English
english-094-008-223840,-489.9999999999709,English
english-094-018-247450,280,English
english-094-021-251510,380,English
english-094-047-296380,110,English
english-094-098-401050,470,English
english-094-109-421270,-120,English
english-094-149-508300,540,English
english-094-173-557250,550,English
english-094-194-598200,840,English
english-094-206-623070,240,English
english-094-228-666560,240,English
english-094-276-766330,-500,English
english-094-292-797910,740,English
english-095-090-546390,1970,English
english-095-199-748310,-100,English
